ad_id,ad_text,industry,platform,date,day_of_week,hour,impressions,clicks,ctr,cpc,cost,conversions,cvr,revenue,roi,sentiment_score,performance
AD_0909,🚀 Revolutionary AI software that transforms your business operations!,tech,LinkedIn,2024-03-31,Sunday,19,18558,146,0.0079,2.34,342.14,1,0.0091,196.71,-0.425,0.65,Low
AD_0910,💰 Secure your financial future with our investment platform,finance,Google Ads,2024-07-23,Tuesday,15,13388,520,0.0389,2.46,1281.11,2,0.0052,391.12,-0.695,0.55,Low
AD_0911,💡 Innovation meets efficiency. Discover our tech solutions,tech,Google Ads,2024-12-22,Sunday,19,41030,1077,0.0263,1.09,1177.73,68,0.0635,23936.59,19.324,0.5,High
AD_0912,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Instagram,2024-05-12,Sunday,22,1769,18,0.0104,0.8,14.45,0,0.0155,0.0,-1.0,0.5,Low
AD_0913,"💸 Save more, spend wisely. Download our app!",finance,Google Ads,2024-01-24,Wednesday,0,26757,996,0.0372,1.62,1611.32,22,0.0223,3907.73,1.425,0.65,High
AD_0914,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Facebook,2024-10-27,Sunday,3,2313,45,0.0195,1.86,83.68,0,0.0078,0.0,-1.0,0.5,Low
AD_0915,📦 Free shipping on orders over $50. Limited time!,ecommerce,LinkedIn,2024-05-25,Saturday,22,22225,225,0.0102,4.86,1093.56,5,0.0258,253.69,-0.768,0.75,Low
AD_0916,💊 Prescription delivery to your door. Order now!,healthcare,Google Ads,2024-05-10,Friday,9,40220,1546,0.0384,1.84,2848.64,5,0.0034,398.39,-0.86,0.6,Low
AD_0917,👗 New collection just dropped. Be the first to shop!,ecommerce,Instagram,2024-03-02,Saturday,23,20558,246,0.012,1.15,283.18,8,0.0343,647.65,1.287,0.65,High
AD_0918,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Instagram,2024-09-09,Monday,10,32933,256,0.0078,0.31,78.37,3,0.0151,345.83,3.413,0.5,High
AD_0919,"💸 Save more, spend wisely. Download our app!",finance,Facebook,2024-03-27,Wednesday,21,43725,765,0.0175,0.13,101.34,13,0.0182,2451.1,23.187,0.65,High
AD_0920,🎯 Financial planning made simple. Book consultation,finance,Facebook,2024-04-29,Monday,23,10455,206,0.0198,1.02,210.06,1,0.0074,67.4,-0.679,0.5,Low
AD_0921,👗 New collection just dropped. Be the first to shop!,ecommerce,Google Ads,2024-03-10,Sunday,23,10505,281,0.0268,3.15,885.41,20,0.0737,1746.52,0.973,0.65,High
AD_0922,🌟 Transform your business with AI. Limited time offer!,tech,Instagram,2024-11-26,Tuesday,18,34560,341,0.0099,1.15,390.72,8,0.0242,2143.13,4.485,0.75,High
AD_0923,⚡ Speed up your workflow with cutting-edge technology,tech,Google Ads,2024-08-21,Wednesday,10,22577,771,0.0342,1.49,1150.91,34,0.0445,2912.3,1.53,0.65,High
AD_0924,📈 Grow your wealth with expert financial advice. Start now!,finance,Instagram,2024-12-29,Sunday,15,38792,691,0.0178,1.19,821.28,11,0.0166,2157.94,1.628,0.65,High
AD_0925,"💸 Save more, spend wisely. Download our app!",finance,Google Ads,2024-10-16,Wednesday,2,30441,1163,0.0382,1.14,1320.66,27,0.0235,3700.96,1.802,0.65,High
AD_0926,"💸 Save more, spend wisely. Download our app!",finance,LinkedIn,2024-05-04,Saturday,5,47428,593,0.0125,5.24,3108.86,21,0.0363,4283.37,0.378,0.65,Medium
AD_0927,💡 Innovation meets efficiency. Discover our tech solutions,tech,Instagram,2024-06-22,Saturday,0,30294,282,0.0093,0.47,131.46,7,0.0267,2368.05,17.014,0.5,High
AD_0928,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,LinkedIn,2024-04-06,Saturday,22,24027,150,0.0062,3.52,528.11,6,0.0407,279.94,-0.47,0.5,Low
AD_0929,💡 Innovation meets efficiency. Discover our tech solutions,tech,LinkedIn,2024-04-09,Tuesday,3,25161,230,0.0092,3.4,782.54,8,0.0383,1486.69,0.9,0.5,High
AD_0930,🚀 Revolutionary AI software that transforms your business operations!,tech,Twitter,2024-05-29,Wednesday,14,42661,199,0.0047,1.13,225.17,6,0.0319,1314.73,4.839,0.65,High
AD_0931,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Google Ads,2024-12-09,Monday,13,29906,954,0.0319,3.95,3770.93,8,0.0094,1079.41,-0.714,0.5,Low
AD_0932,⚕️ Trusted healthcare providers in your area,healthcare,Instagram,2024-05-16,Thursday,17,29511,334,0.0113,1.0,334.36,10,0.0324,1313.49,2.928,0.55,High
AD_0933,💊 Prescription delivery to your door. Order now!,healthcare,LinkedIn,2024-11-17,Sunday,15,11972,161,0.0135,3.33,535.4,4,0.0252,458.8,-0.143,0.6,Low
AD_0934,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Instagram,2024-06-24,Monday,2,12017,224,0.0187,1.39,310.98,5,0.0236,979.15,2.149,0.5,High
AD_0935,🎯 Smart automation for modern businesses. Get started today!,tech,Google Ads,2024-01-08,Monday,10,45553,1683,0.037,1.73,2916.14,17,0.0106,5681.95,0.948,0.6,High
AD_0936,📦 Free shipping on orders over $50. Limited time!,ecommerce,Instagram,2024-01-29,Monday,10,31936,428,0.0134,1.2,513.99,21,0.0506,2578.36,4.016,0.75,High
AD_0937,🎯 Financial planning made simple. Book consultation,finance,Google Ads,2024-03-03,Sunday,23,37199,1617,0.0435,1.65,2671.18,42,0.026,5396.9,1.02,0.5,High
AD_0938,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,LinkedIn,2024-05-11,Saturday,19,32923,236,0.0072,3.93,926.53,10,0.0438,2865.83,2.093,0.65,High
AD_0939,🏥 Book your health checkup online. Easy scheduling!,healthcare,Google Ads,2024-06-16,Sunday,20,42802,1420,0.0332,2.17,3086.14,13,0.0093,1987.68,-0.356,0.5,Low
AD_0940,🎯 Financial planning made simple. Book consultation,finance,Twitter,2024-03-02,Saturday,1,28197,190,0.0067,0.63,119.86,2,0.0153,344.48,1.874,0.5,High
AD_0941,💡 Innovation meets efficiency. Discover our tech solutions,tech,Google Ads,2024-03-20,Wednesday,6,16651,609,0.0366,2.9,1764.97,31,0.0522,9373.75,4.311,0.5,High
AD_0942,"💚 Your health, our priority. Comprehensive care plans",healthcare,Facebook,2024-09-13,Friday,9,18127,314,0.0173,1.77,555.65,10,0.0329,1205.22,1.169,0.5,High
AD_0943,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Instagram,2024-02-07,Wednesday,1,29527,408,0.0138,0.92,377.2,16,0.0401,2049.62,4.434,0.5,High
AD_0944,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Instagram,2024-02-29,Thursday,1,7009,99,0.0142,1.04,103.35,2,0.0223,304.91,1.95,0.5,High
AD_0945,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Google Ads,2024-06-15,Saturday,2,4650,323,0.0695,1.81,585.69,11,0.0364,1198.87,1.047,0.7,High
AD_0946,💎 Luxury items at affordable prices. Shop today!,ecommerce,Instagram,2024-03-18,Monday,3,19768,324,0.0164,1.55,502.68,0,0.001,0.0,-1.0,0.6,Low
AD_0947,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Google Ads,2024-03-07,Thursday,20,44642,2028,0.0454,3.33,6756.56,69,0.0342,24193.55,2.581,0.65,High
AD_0948,📦 Free shipping on orders over $50. Limited time!,ecommerce,Twitter,2024-07-02,Tuesday,3,9071,74,0.0082,1.47,108.99,3,0.0466,97.03,-0.11,0.75,Low
AD_0949,🔥 Hot deals alert! Don't miss out on savings,ecommerce,LinkedIn,2024-07-01,Monday,15,20787,199,0.0096,2.91,578.4,7,0.0382,524.35,-0.093,0.75,Low
AD_0950,📦 Free shipping on orders over $50. Limited time!,ecommerce,Google Ads,2024-09-06,Friday,17,28750,1359,0.0473,2.88,3910.7,60,0.0444,7114.91,0.819,0.75,High
AD_0951,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Twitter,2024-05-24,Friday,12,27853,132,0.0048,0.78,103.3,1,0.0111,126.99,0.229,0.5,Medium
AD_0952,👗 New collection just dropped. Be the first to shop!,ecommerce,Instagram,2024-06-22,Saturday,1,30565,586,0.0192,0.79,464.91,42,0.0722,4016.49,7.639,0.65,High
AD_0953,💎 Luxury items at affordable prices. Shop today!,ecommerce,LinkedIn,2024-06-29,Saturday,8,42563,379,0.0089,4.95,1876.82,25,0.0683,2659.12,0.417,0.6,Medium
AD_0954,📊 Smart investment tools for modern investors,finance,Google Ads,2024-08-07,Wednesday,1,27119,1242,0.0458,3.5,4350.77,27,0.0222,6874.48,0.58,0.5,High
AD_0955,📈 Grow your wealth with expert financial advice. Start now!,finance,Twitter,2024-02-03,Saturday,21,28701,154,0.0054,0.79,121.89,1,0.0125,155.67,0.277,0.65,Medium
AD_0956,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Facebook,2024-10-20,Sunday,18,24351,456,0.0187,0.95,433.07,24,0.0536,1223.49,1.825,0.75,High
AD_0957,💰 Secure your financial future with our investment platform,finance,Google Ads,2024-11-22,Friday,12,2067,73,0.0355,2.15,157.25,1,0.0213,165.81,0.054,0.55,Medium
AD_0958,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,LinkedIn,2024-08-10,Saturday,7,44052,552,0.0126,3.33,1836.05,6,0.0123,734.7,-0.6,0.5,Low
AD_0959,"💚 Your health, our priority. Comprehensive care plans",healthcare,LinkedIn,2024-01-31,Wednesday,12,9458,91,0.0097,5.17,470.2,2,0.0225,245.62,-0.478,0.5,Low
AD_0960,⚡ Speed up your workflow with cutting-edge technology,tech,Instagram,2024-02-16,Friday,14,42831,596,0.0139,1.32,788.05,7,0.0133,1792.57,1.275,0.65,High
AD_0961,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Instagram,2024-03-23,Saturday,6,29754,607,0.0204,0.87,525.88,8,0.0146,568.74,0.082,0.5,Medium
AD_0962,💰 Secure your financial future with our investment platform,finance,LinkedIn,2024-06-13,Thursday,2,10964,77,0.0071,2.42,186.33,0,0.01,0.0,-1.0,0.55,Low
AD_0963,🩺 Advanced healthcare solutions for better living,healthcare,Facebook,2024-11-15,Friday,20,36454,504,0.0138,1.17,587.95,12,0.0255,1452.46,1.47,0.5,High
AD_0964,📊 Smart investment tools for modern investors,finance,Instagram,2024-05-04,Saturday,23,37291,459,0.0123,0.89,410.42,7,0.0161,1080.82,1.633,0.5,High
AD_0965,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,LinkedIn,2024-05-30,Thursday,17,41288,341,0.0083,3.69,1259.34,11,0.0344,3124.21,1.481,0.65,High
AD_0966,🔬 Cutting-edge medical technology at your service,healthcare,Google Ads,2024-11-28,Thursday,8,23401,962,0.0411,2.05,1971.45,21,0.0219,1423.33,-0.278,0.5,Low
AD_0967,🏥 Book your health checkup online. Easy scheduling!,healthcare,Instagram,2024-11-01,Friday,22,26596,270,0.0102,1.91,514.43,4,0.0158,632.36,0.229,0.5,Medium
AD_0968,💊 Prescription delivery to your door. Order now!,healthcare,LinkedIn,2024-06-09,Sunday,4,45997,515,0.0112,3.67,1891.53,15,0.0308,1164.6,-0.384,0.6,Low
AD_0969,📈 Grow your wealth with expert financial advice. Start now!,finance,LinkedIn,2024-12-25,Wednesday,3,35489,549,0.0155,2.31,1266.48,9,0.0177,1534.87,0.212,0.65,Medium
AD_0970,🎯 Smart automation for modern businesses. Get started today!,tech,Google Ads,2024-12-02,Monday,17,39014,1685,0.0432,2.52,4239.75,19,0.0117,5834.8,0.376,0.6,Medium
AD_0971,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Instagram,2024-04-12,Friday,12,44876,508,0.0113,1.45,735.04,21,0.0417,1688.08,1.297,0.75,High
AD_0972,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Instagram,2024-01-15,Monday,5,14750,130,0.0088,1.56,203.02,2,0.0223,308.72,0.521,0.5,High
AD_0973,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Instagram,2024-02-25,Sunday,19,29419,662,0.0225,0.63,419.31,48,0.0737,2689.14,5.413,0.75,High
AD_0974,🏥 Book your health checkup online. Easy scheduling!,healthcare,Instagram,2024-06-02,Sunday,10,33694,246,0.0073,0.26,63.66,0,0.001,0.0,-1.0,0.5,Low
AD_0975,💰 Secure your financial future with our investment platform,finance,Facebook,2024-10-16,Wednesday,15,49877,834,0.0167,1.23,1024.97,11,0.0142,1831.92,0.787,0.55,High
AD_0976,🌟 Premium quality at unbeatable prices,ecommerce,Google Ads,2024-01-08,Monday,10,48456,2860,0.059,2.68,7662.14,2,0.001,164.04,-0.979,0.8,Low
AD_0977,⚡ Lightning deals! Save big on trending products,ecommerce,Google Ads,2024-04-18,Thursday,15,42548,1367,0.0321,3.51,4793.05,55,0.0403,6299.25,0.314,0.8,Medium
AD_0978,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Google Ads,2024-02-22,Thursday,9,27205,1433,0.0527,2.16,3099.73,57,0.0401,13347.8,3.306,0.65,High
AD_0979,🔬 Cutting-edge medical technology at your service,healthcare,Facebook,2024-04-14,Sunday,23,20239,331,0.0164,1.3,429.4,14,0.0438,2096.93,3.883,0.5,High
AD_0980,💊 Prescription delivery to your door. Order now!,healthcare,Google Ads,2024-03-13,Wednesday,14,13489,535,0.0397,3.89,2080.19,16,0.0303,1590.89,-0.235,0.6,Low
AD_0981,🎯 Financial planning made simple. Book consultation,finance,LinkedIn,2024-10-14,Monday,15,11394,73,0.0065,4.32,315.4,0,0.0092,0.0,-1.0,0.5,Low
AD_0982,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Facebook,2024-07-19,Friday,5,37439,732,0.0196,0.96,700.26,6,0.0092,742.15,0.06,0.7,Medium
AD_0983,🎯 Smart automation for modern businesses. Get started today!,tech,Facebook,2024-10-02,Wednesday,16,49373,873,0.0177,0.28,242.58,32,0.0371,9759.34,39.231,0.6,High
AD_0984,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Twitter,2024-10-30,Wednesday,16,37009,197,0.0053,0.74,146.04,3,0.0159,533.76,2.655,0.5,High
AD_0985,⚡ Speed up your workflow with cutting-edge technology,tech,LinkedIn,2024-03-15,Friday,6,12688,143,0.0113,3.62,517.87,1,0.0087,340.19,-0.343,0.65,Low
AD_0986,"🔥 Join 10,000+ companies using our AI-powered platform",tech,LinkedIn,2024-01-13,Saturday,14,24227,169,0.007,3.73,631.2,2,0.013,606.97,-0.038,0.65,Low
AD_0987,💡 Innovation meets efficiency. Discover our tech solutions,tech,Instagram,2024-09-30,Monday,6,6322,63,0.01,1.11,69.75,2,0.036,470.48,5.745,0.5,High
AD_0988,🌟 Premium quality at unbeatable prices,ecommerce,LinkedIn,2024-11-15,Friday,14,22390,290,0.013,4.09,1187.1,10,0.0364,995.78,-0.161,0.8,Low
AD_0989,💊 Prescription delivery to your door. Order now!,healthcare,Facebook,2024-09-21,Saturday,0,8833,125,0.0142,0.49,61.02,3,0.0268,540.58,7.859,0.6,High
AD_0990,"💸 Save more, spend wisely. Download our app!",finance,Google Ads,2024-07-08,Monday,19,25124,876,0.0349,3.72,3259.11,17,0.0196,2869.36,-0.12,0.65,Low
AD_0991,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Google Ads,2024-12-04,Wednesday,15,35077,985,0.0281,2.96,2918.02,28,0.0288,2020.83,-0.307,0.5,Low
AD_0992,🌟 Premium quality at unbeatable prices,ecommerce,LinkedIn,2024-03-04,Monday,8,45748,752,0.0165,5.3,3987.37,40,0.0537,1653.28,-0.585,0.8,Low
AD_0993,🎯 Smart automation for modern businesses. Get started today!,tech,Google Ads,2024-01-11,Thursday,12,34714,855,0.0246,3.2,2735.08,23,0.0277,5102.14,0.865,0.6,High
AD_0994,⚡ Speed up your workflow with cutting-edge technology,tech,Google Ads,2024-11-27,Wednesday,18,35076,732,0.0209,1.72,1255.99,12,0.0176,3071.07,1.445,0.65,High
AD_0995,💳 Get approved for loans in 24 hours. Apply today!,finance,Instagram,2024-09-08,Sunday,7,21317,338,0.0159,0.57,192.04,5,0.0153,340.07,0.771,0.6,High
AD_0996,📊 Smart investment tools for modern investors,finance,Instagram,2024-09-10,Tuesday,13,33873,558,0.0165,0.36,201.17,10,0.0195,723.79,2.598,0.5,High
AD_0997,🚀 Revolutionary AI software that transforms your business operations!,tech,Instagram,2024-07-03,Wednesday,4,46857,356,0.0076,0.63,225.25,12,0.0341,3391.13,14.055,0.65,High
AD_0998,💰 Secure your financial future with our investment platform,finance,Facebook,2024-03-27,Wednesday,8,17940,215,0.012,0.85,181.84,3,0.0141,407.79,1.243,0.55,High
AD_0999,⚡ Lightning deals! Save big on trending products,ecommerce,Instagram,2024-06-13,Thursday,12,31408,531,0.0169,1.1,585.71,29,0.0563,1762.1,2.008,0.8,High
AD_1000,💎 Luxury items at affordable prices. Shop today!,ecommerce,Facebook,2024-04-07,Sunday,6,1370,39,0.0285,0.8,31.19,2,0.0752,91.07,1.92,0.6,High
